id,title,description,category,resolution,priority,scenario_id
3547,Permissions incorrect on \\fs01\hr,[TCK-61796] Ticket raised because several Noida Tech Park users report they can see the folder \\fs01\hr but get 'access denied' when opening files inside it. This is impacting daily work.,Storage,Corrected the inherited NTFS permissions on \\fs01\hr for the relevant Noida Tech Park group and re-propagated ACLs so the files opened as expected.,High,6
3548,Elevated access request for r.desai,[TCK-31984] User r.desai reports that user r.desai has requested temporary admin access to Learning Management System to complete a project task. Kindly look into this at the earliest.,Access Management,Granted r.desai time-boxed elevated access to Learning Management System via the privileged-access workflow with automatic expiry after 7 days.,Medium,2
3549,Group membership change for v.nair,[TCK-27262] We are observing that manager requests that v.nair be added to the Hyderabad Office finance security group. Requesting priority attention from the relevant team.,Access Management,Added v.nair to the requested Hyderabad Office security group after manager approval and verified the new permissions took effect.,Low,3
3550,HR Self-Service extremely slow to load,"[TCK-55330] Reported by the Noida Tech Park team: the HR Self-Service application takes over 30 seconds to load pages, up from the usual sub-second response. Please investigate and resolve.",Application,"A missing database index behind HR Self-Service was causing full table scans; added the index and enabled query caching, restoring fast page loads.",Low,1
3551,SSO access failing for p.reddy to Twilio,[TCK-93864] Reported by the Ahmedabad Office team: user p.reddy cannot reach the Twilio application through single sign-on and is bounced back to the login screen. Please investigate and resolve.,Access Management,Found p.reddy was missing from the Twilio SSO assignment group; added them to the group and confirmed federated login to Twilio succeeded.,Low,8
3552,MFA reset request for a.kulkarni,[TCK-95981] Monitoring alerted us that user a.kulkarni lost their phone and cannot complete multi-factor authentication to sign in. Escalating for investigation.,Access Management,"Verified a.kulkarni out of band, reset their MFA enrolment, and guided them through registering a new authenticator device.",Medium,5
3553,Snapshot/backup restore request for \\fs04\legal,[TCK-18314] Reported by the Pune Branch team: a user accidentally deleted a folder on \\fs04\legal and needs yesterday's version restored. Please investigate and resolve.,Storage,Restored the requested folder on \\fs04\legal from the previous night's snapshot and confirmed file integrity with the requesting user.,High,3
3554,Role change access review for d.mehta,[TCK-66301] Flagged during routine checks: user d.mehta has moved teams and still holds permissions from their previous HR Self-Service role that need to be reconciled. Please confirm root cause and next steps.,Access Management,"Reviewed the entitlements for d.mehta, removed the obsolete HR Self-Service permissions from the prior role, and assigned the correct role for their new team.",Low,7
3555,Search returning no results in Analytics Dashboard,[TCK-20282] Monitoring alerted us that the search feature in Analytics Dashboard returns zero results for queries that clearly should match existing records. Escalating for investigation.,Application,The Analytics Dashboard search index had drifted out of sync with the database; triggered a full reindex and scheduled incremental reindexing to keep results accurate.,High,7
3556,File share \\nas03\projects inaccessible,[TCK-76049] Reported by the Mumbai HQ team: users cannot access the network file share \\nas03\projects; it returns 'network path not found'. Please investigate and resolve.,Storage,"The share service backing \\nas03\projects had crashed; restarted it, verified permissions, and remapped the share for affected users.",Low,0
3557,Failover did not promote replica for billing_mysql,"[TCK-20190] Support desk logged the following: the primary for billing_mysql went down but the standby replica never got promoted, leaving the application without a writable database. Awaiting assignment to the right team.",Database,"Manually promoted the billing_mysql replica to primary, repointed the application connection string, and fixed the failover automation that had a stale health-check.",Low,10
3558,Brute-force attack against Procurement Portal login,[TCK-62469] Support desk logged the following: monitoring shows a high-volume password-guessing attack hammering the Procurement Portal login endpoint from many IP addresses. Awaiting assignment to the right team.,Security,"Enabled rate limiting and account lockout on the Procurement Portal login endpoint, added the attacking ranges to a block list, and turned on CAPTCHA after repeated failures.",Medium,6
3559,Service on port 9092 unreachable from Ahmedabad Office,[TCK-59317] Issue summary: users at Ahmedabad Office cannot connect to an internal service on port 9092 although it works from other sites. It started earlier today and has not self-resolved.,Network,A routing change had removed the path from Ahmedabad Office to the service subnet on port 9092; restored the missing route and confirmed connectivity from Ahmedabad Office.,Medium,8
3560,Scheduled job failing on K8S-NODE-14,[TCK-87110] Reported by the Ahmedabad Office team: the nightly batch job on K8S-NODE-14 has failed three consecutive runs with a non-zero exit code. Please investigate and resolve.,Infrastructure,Found the cron job on K8S-NODE-14 was hitting a full /tmp; cleaned the directory and moved the job's scratch space to a larger volume.,High,5
3561,Wi-Fi outage at Remote/WFH,[TCK-63647] Ticket raised because the wireless network at Remote/WFH is down and no devices can associate to any access point. This is impacting daily work.,Network,The wireless controller at Remote/WFH had lost its config after a power event; restored the configuration and access points came back online.,High,5
3562,Group membership change for m.chatterjee,[TCK-54151] Ticket raised because manager requests that m.chatterjee be added to the Mumbai HQ finance security group. This is impacting daily work.,Access Management,Added m.chatterjee to the requested Mumbai HQ security group after manager approval and verified the new permissions took effect.,Low,3
3563,NTP time drift on PRD-WEB-03,"[TCK-71675] Flagged during routine checks: PRD-WEB-03 clock has drifted several seconds, breaking token validation and log correlation. Please confirm root cause and next steps.",Infrastructure,Reconfigured chrony on PRD-WEB-03 to use the internal NTP pool and forced an immediate sync; drift returned to sub-millisecond.,High,4
3564,Ticketing System throwing errors after latest deploy,"[TCK-72378] Flagged during routine checks: immediately after the most recent Ticketing System release, users are seeing unexpected errors on pages that worked yesterday. Please confirm root cause and next steps.",Application,"A missed database migration accompanied the Ticketing System deploy; ran the pending migration and redeployed, and the post-release errors cleared.",Medium,8
3565,Group membership change for m.iyer,[TCK-48538] We are observing that manager requests that m.iyer be added to the Remote/WFH finance security group. Requesting priority attention from the relevant team.,Access Management,Added m.iyer to the requested Remote/WFH security group after manager approval and verified the new permissions took effect.,Medium,3
3566,VPN failing for Mumbai HQ users,[TCK-76132] Issue summary: remote users from Mumbai HQ cannot establish a VPN connection and get a timeout during negotiation. It started earlier today and has not self-resolved.,Network,"The VPN concentrator serving Mumbai HQ had exhausted its IP pool; enlarged the pool and cleared stale sessions, restoring VPN access.",Low,1
3567,New joiner access request for p.menon,"[TCK-71018] User p.menon reports that new employee p.menon needs standard access provisioned to email, Expense Tracker, and the Delhi Sales file shares. Kindly look into this at the earliest.",Access Management,"Provisioned p.menon with the standard role granting email, Expense Tracker, and Delhi Sales share access, and confirmed successful first login.",Low,0
3568,Expired TLS certificate on Ticketing System,[TCK-83067] Flagged during routine checks: the TLS certificate for Ticketing System has expired and browsers are showing security warnings to all users. Please confirm root cause and next steps.,Security,"Reissued and installed a valid TLS certificate for Ticketing System, then configured auto-renewal via ACME to prevent recurrence.",High,3
3569,Expense Tracker throwing errors after latest deploy,"[TCK-30258] Reported by the Delhi Sales team: immediately after the most recent Expense Tracker release, users are seeing unexpected errors on pages that worked yesterday. Please investigate and resolve.",Application,"A missed database migration accompanied the Expense Tracker deploy; ran the pending migration and redeployed, and the post-release errors cleared.",Medium,8
3570,Packet loss on the link to Mumbai HQ,"[TCK-99181] Reported by the Mumbai HQ team: the WAN link to Mumbai HQ is showing steady packet loss, causing choppy calls and dropped sessions. Please investigate and resolve.",Network,Isolated the packet loss to a faulty circuit segment on the Mumbai HQ link; the carrier replaced the segment and loss dropped back to zero.,Low,6
3571,Cannot mount \\nas05\engineering on new machines,"[TCK-70329] Support desk logged the following: recently provisioned machines fail to map the file share \\nas05\engineering, though existing machines connect fine. Awaiting assignment to the right team.",Storage,The new machines were missing the updated SMB protocol setting required by \\nas05\engineering; pushed the correct client configuration via policy and the share mapped successfully.,High,8
3572,Stale data shown in HR Self-Service,[TCK-46231] Ticket raised because HR Self-Service is displaying data that is several hours out of date despite the source having been updated. This is impacting daily work.,Application,The HR Self-Service cache was not being invalidated on write; fixed the cache-busting key and reduced the TTL so users see current data.,Medium,4
3573,DHCP not assigning addresses at Mumbai HQ,[TCK-19305] Ticket raised because new devices at Mumbai HQ are failing to get an IP address and fall back to self-assigned addresses. This is impacting daily work.,Network,"The DHCP scope for Mumbai HQ had exhausted its available leases; expanded the scope range and shortened the lease time, and devices began getting addresses again.",High,7
3574,Memory exhaustion on PRD-WEB-01,[TCK-22624] Ticket raised because PRD-WEB-01 is reporting out-of-memory kills and the OOM killer has terminated critical services. This is impacting daily work.,Infrastructure,Increased the memory limit for the affected container on PRD-WEB-01 and added a memory-usage alert at 80% to catch it earlier.,High,2
3575,Slow queries on analytics_mongo,"[TCK-28446] Support desk logged the following: several queries against analytics_mongo have degraded to multi-second execution times, slowing the whole app. Awaiting assignment to the right team.",Database,"Analyzed the analytics_mongo slow-query log, added two missing indexes and rewrote a correlated subquery; query times dropped by over 90%.",Low,2
3576,DNS resolution failing for CRM,"[TCK-64610] Issue summary: clients cannot resolve the hostname for CRM, receiving NXDOMAIN responses. It started earlier today and has not self-resolved.",Network,"A stale DNS record for CRM was corrected on the authoritative server and the resolver caches were flushed, restoring resolution.",High,3
3577,Slow queries on catalog_pg,"[TCK-83999] Issue summary: several queries against catalog_pg have degraded to multi-second execution times, slowing the whole app. It started earlier today and has not self-resolved.",Database,"Analyzed the catalog_pg slow-query log, added two missing indexes and rewrote a correlated subquery; query times dropped by over 90%.",High,2
3578,Storage quota exceeded for Bangalore DC,[TCK-64168] Reported by the Bangalore DC team: the Bangalore DC team has hit its storage quota and can no longer save new files to their share. Please investigate and resolve.,Storage,"Reviewed usage for Bangalore DC, archived stale data to cold storage, and raised their quota after manager approval.",Low,5
3579,SSO access failing for t.rao to Okta,[TCK-13682] Flagged during routine checks: user t.rao cannot reach the Okta application through single sign-on and is bounced back to the login screen. Please confirm root cause and next steps.,Access Management,Found t.rao was missing from the Okta SSO assignment group; added them to the group and confirmed federated login to Okta succeeded.,Low,8
3580,New joiner access request for p.menon,"[TCK-34603] Monitoring alerted us that new employee p.menon needs standard access provisioned to email, HR Self-Service, and the Delhi Sales file shares. Escalating for investigation.",Access Management,"Provisioned p.menon with the standard role granting email, HR Self-Service, and Delhi Sales share access, and confirmed successful first login.",Medium,0
3581,reporting_mongo running out of connections,[TCK-55594] Support desk logged the following: reporting_mongo is rejecting new connections with a 'too many connections' error during peak traffic. Awaiting assignment to the right team.,Database,Introduced a connection pooler in front of reporting_mongo and lowered per-service pool sizes; connection exhaustion no longer occurs at peak.,Medium,1
3582,HR Self-Service says it can't find the data,"[TCK-80091] Support desk logged the following: HR Self-Service shows an error mentioning a broken connection to where the data is kept, and no records load at all. Awaiting assignment to the right team.",Database,Diagnosed a dropped connection between HR Self-Service and sessions_redis caused by a credentials rotation; updated the stored connection string and confirmed HR Self-Service could load data again.,High,7
3583,Unpatched critical CVE on PRD-CACHE-03,"[TCK-62509] Issue summary: vulnerability scanning found a critical, actively-exploited CVE unpatched on PRD-CACHE-03. It started earlier today and has not self-resolved.",Security,Applied the vendor security patch to PRD-CACHE-03 during an emergency change window and rescanned to confirm the CVE was remediated.,High,4
3584,NFS mount dropping on STG-APP-08,"[TCK-73392] We are observing that the NFS mount on STG-APP-08 keeps dropping, causing applications to see missing files intermittently. Requesting priority attention from the relevant team.",Storage,Tuned the NFS mount options on STG-APP-08 to use hard mounts with proper timeouts and pinned the client to a stable server address.,Medium,4
3585,Search returning no results in Procurement Portal,[TCK-56494] Reported by the Remote/WFH team: the search feature in Procurement Portal returns zero results for queries that clearly should match existing records. Please investigate and resolve.,Application,The Procurement Portal search index had drifted out of sync with the database; triggered a full reindex and scheduled incremental reindexing to keep results accurate.,Medium,7
3586,Group membership change for p.menon,[TCK-80691] Ticket raised because manager requests that p.menon be added to the Chennai Support finance security group. This is impacting daily work.,Access Management,Added p.menon to the requested Chennai Support security group after manager approval and verified the new permissions took effect.,Low,3
3587,Kubernetes node PRD-CACHE-02 in NotReady state,[TCK-16827] User s.khan reports that node PRD-CACHE-02 shows NotReady in the cluster and pods scheduled on it are stuck in Pending. Kindly look into this at the earliest.,Infrastructure,Restarted the kubelet on PRD-CACHE-02 and cleared a stale disk-pressure taint; the node rejoined the cluster and pods rescheduled.,Low,3
3588,Analytics Dashboard crashes on file upload,[TCK-29975] Ticket raised because Analytics Dashboard crashes with a 502 whenever a user attempts to upload a file larger than a few megabytes. This is impacting daily work.,Application,"Raised the upload body-size limit in the Analytics Dashboard reverse proxy and worker config, then verified large uploads complete successfully.",Medium,3
3589,SSO access failing for j.singh to Azure,[TCK-57819] Ticket raised because user j.singh cannot reach the Azure application through single sign-on and is bounced back to the login screen. This is impacting daily work.,Access Management,Found j.singh was missing from the Azure SSO assignment group; added them to the group and confirmed federated login to Azure succeeded.,High,8
3590,NFS mount dropping on K8S-NODE-14,"[TCK-92967] Support desk logged the following: the NFS mount on K8S-NODE-14 keeps dropping, causing applications to see missing files intermittently. Awaiting assignment to the right team.",Storage,Tuned the NFS mount options on K8S-NODE-14 to use hard mounts with proper timeouts and pinned the client to a stable server address.,Low,4
3591,Group membership change for a.kulkarni,[TCK-66477] User a.kulkarni reports that manager requests that a.kulkarni be added to the Chennai Support finance security group. Kindly look into this at the earliest.,Access Management,Added a.kulkarni to the requested Chennai Support security group after manager approval and verified the new permissions took effect.,High,3
3592,Login broken on Expense Tracker,[TCK-72851] Reported by the Bangalore DC team: no user can log in to Expense Tracker; the login page accepts credentials then redirects back to itself. Please investigate and resolve.,Application,The Expense Tracker session cookie domain was misconfigured after a deploy; corrected the cookie settings and cleared the CDN cache to fix login.,Medium,2
3593,Group membership change for r.desai,[TCK-55548] Reported by the Remote/WFH team: manager requests that r.desai be added to the Remote/WFH finance security group. Please investigate and resolve.,Access Management,Added r.desai to the requested Remote/WFH security group after manager approval and verified the new permissions took effect.,Low,3
3594,Phishing email reported by p.menon,[TCK-98208] Support desk logged the following: user p.menon reported a phishing email with a credential-harvesting link that several staff may have clicked. Awaiting assignment to the right team.,Security,"Removed the phishing message from all mailboxes via mail-flow rules, blocked the sender domain, and reset passwords for affected users.",High,1
3595,Suspicious login attempts on account a.patel,[TCK-65234] We are observing that multiple failed login attempts followed by a success on account a.patel from an unfamiliar country. Requesting priority attention from the relevant team.,Security,"Locked account a.patel, forced a credential reset and MFA re-enrolment, and confirmed no data exfiltration occurred in the session logs.",Medium,0
3596,Malware detected on endpoint of s.khan,[TCK-68471] Issue summary: the EDR agent flagged and quarantined a trojan on the workstation belonging to s.khan. It started earlier today and has not self-resolved.,Security,"Isolated the endpoint of s.khan from the network, ran a full offline scan to remove the trojan, and re-imaged the machine as a precaution.",Medium,2
3597,New joiner access request for k.verma,"[TCK-52251] Flagged during routine checks: new employee k.verma needs standard access provisioned to email, Analytics Dashboard, and the Bangalore DC file shares. Please confirm root cause and next steps.",Access Management,"Provisioned k.verma with the standard role granting email, Analytics Dashboard, and Bangalore DC share access, and confirmed successful first login.",Low,0
3598,Suspicious login attempts on account p.menon,[TCK-94570] Issue summary: multiple failed login attempts followed by a success on account p.menon from an unfamiliar country. It started earlier today and has not self-resolved.,Security,"Locked account p.menon, forced a credential reset and MFA re-enrolment, and confirmed no data exfiltration occurred in the session logs.",High,0
3599,Shared mailbox access request for m.chatterjee,[TCK-79734] User m.chatterjee reports that user m.chatterjee needs delegated access to the Ahmedabad Office shared mailbox to cover for a colleague on leave. Kindly look into this at the earliest.,Access Management,"Granted m.chatterjee delegate permissions on the Ahmedabad Office shared mailbox, confirmed it appeared in their client, and set the access to expire when the colleague returns.",Low,6
3600,Unauthorized privilege escalation detected for v.nair,[TCK-68711] Support desk logged the following: audit logs show account v.nair was granted administrator rights outside the normal approval workflow. Awaiting assignment to the right team.,Security,"Revoked the unauthorized admin rights from v.nair, traced the change to a misconfigured group policy, and tightened the privileged-access approval controls.",High,7
3601,Group membership change for r.desai,[TCK-91054] User r.desai reports that manager requests that r.desai be added to the Noida Tech Park finance security group. Kindly look into this at the earliest.,Access Management,Added r.desai to the requested Noida Tech Park security group after manager approval and verified the new permissions took effect.,Low,3
3602,File share \\nas05\engineering inaccessible,[TCK-68048] Support desk logged the following: users cannot access the network file share \\nas05\engineering; it returns 'network path not found'. Awaiting assignment to the right team.,Storage,"The share service backing \\nas05\engineering had crashed; restarted it, verified permissions, and remapped the share for affected users.",Medium,0
3603,Expired TLS certificate on Inventory Manager,[TCK-45405] Monitoring alerted us that the TLS certificate for Inventory Manager has expired and browsers are showing security warnings to all users. Escalating for investigation.,Security,"Reissued and installed a valid TLS certificate for Inventory Manager, then configured auto-renewal via ACME to prevent recurrence.",High,3
3604,Disk I/O saturation on K8S-NODE-15,"[TCK-85225] Ticket raised because K8S-NODE-15 shows near-100% disk utilization with high I/O wait, stalling every service on the host. This is impacting daily work.",Infrastructure,Traced the I/O saturation on K8S-NODE-15 to verbose debug logging writing synchronously; disabled debug logging and moved logs to a dedicated volume.,High,7
3605,Malware detected on endpoint of d.mehta,[TCK-77552] Issue summary: the EDR agent flagged and quarantined a trojan on the workstation belonging to d.mehta. It started earlier today and has not self-resolved.,Security,"Isolated the endpoint of d.mehta from the network, ran a full offline scan to remove the trojan, and re-imaged the machine as a precaution.",High,2
3606,Payroll extremely slow to load,"[TCK-33486] Ticket raised because the Payroll application takes over 30 seconds to load pages, up from the usual sub-second response. This is impacting daily work.",Application,"A missing database index behind Payroll was causing full table scans; added the index and enabled query caching, restoring fast page loads.",Medium,1
3607,DHCP not assigning addresses at Delhi Sales,[TCK-99884] Issue summary: new devices at Delhi Sales are failing to get an IP address and fall back to self-assigned addresses. It started earlier today and has not self-resolved.,Network,"The DHCP scope for Delhi Sales had exhausted its available leases; expanded the scope range and shortened the lease time, and devices began getting addresses again.",High,7
3608,Intermittent connectivity at Mumbai HQ,[TCK-98241] Ticket raised because users at Mumbai HQ are experiencing intermittent network drops every few minutes. This is impacting daily work.,Network,A failing uplink switch at Mumbai HQ was flapping; replaced the faulty switch and reconfigured link redundancy to prevent single-point drops.,High,0
3609,Role change access review for r.desai,[TCK-78857] Flagged during routine checks: user r.desai has moved teams and still holds permissions from their previous Payroll role that need to be reconciled. Please confirm root cause and next steps.,Access Management,"Reviewed the entitlements for r.desai, removed the obsolete Payroll permissions from the prior role, and assigned the correct role for their new team.",Low,7
3610,Ticketing System throwing errors after latest deploy,"[TCK-28331] Flagged during routine checks: immediately after the most recent Ticketing System release, users are seeing unexpected errors on pages that worked yesterday. Please confirm root cause and next steps.",Application,"A missed database migration accompanied the Ticketing System deploy; ran the pending migration and redeployed, and the post-release errors cleared.",Medium,8
3611,Replication lag on catalog_pg,"[TCK-35856] Issue summary: the read replica for catalog_pg is lagging the primary by several minutes, serving stale reads to the application. It started earlier today and has not self-resolved.",Database,"Found a long-running analytics query blocking replication on catalog_pg; killed it, tuned the replica I/O, and lag returned to under a second.",High,0
3612,Firewall blocking port 6379,[TCK-50116] Reported by the Ahmedabad Office team: a required service is unreachable because traffic on port 6379 appears to be blocked by the firewall. Please investigate and resolve.,Network,Added an explicit firewall allow rule for port 6379 scoped to the required source ranges and verified the service became reachable.,High,4
3613,Learning Management System says it can't find the data,"[TCK-27968] Reported by the Ahmedabad Office team: Learning Management System shows an error mentioning a broken connection to where the data is kept, and no records load at all. Please investigate and resolve.",Database,Diagnosed a dropped connection between Learning Management System and warehouse_pg caused by a credentials rotation; updated the stored connection string and confirmed Learning Management System could load data again.,High,7
3614,Ticketing System says it can't find the data,"[TCK-97277] Flagged during routine checks: Ticketing System shows an error mentioning a broken connection to where the data is kept, and no records load at all. Please confirm root cause and next steps.",Database,Diagnosed a dropped connection between Ticketing System and catalog_pg caused by a credentials rotation; updated the stored connection string and confirmed Ticketing System could load data again.,Low,7
3615,Scheduled job failing on PRD-DB-12,[TCK-21813] We are observing that the nightly batch job on PRD-DB-12 has failed three consecutive runs with a non-zero exit code. Requesting priority attention from the relevant team.,Infrastructure,Found the cron job on PRD-DB-12 was hitting a full /tmp; cleaned the directory and moved the job's scratch space to a larger volume.,High,5
3616,Offboarding access revocation for r.desai,[TCK-49066] Issue summary: leaver r.desai has left the company and all their access needs to be revoked immediately. It started earlier today and has not self-resolved.,Access Management,"Disabled the r.desai account, revoked all group memberships and tokens, and transferred owned resources to their manager.",Medium,4
3617,NFS mount dropping on PRD-AUTH-05,"[TCK-38687] User p.menon reports that the NFS mount on PRD-AUTH-05 keeps dropping, causing applications to see missing files intermittently. Kindly look into this at the earliest.",Storage,Tuned the NFS mount options on PRD-AUTH-05 to use hard mounts with proper timeouts and pinned the client to a stable server address.,High,4
3618,Intermittent connectivity at Ahmedabad Office,[TCK-34164] Ticket raised because users at Ahmedabad Office are experiencing intermittent network drops every few minutes. This is impacting daily work.,Network,A failing uplink switch at Ahmedabad Office was flapping; replaced the faulty switch and reconfigured link redundancy to prevent single-point drops.,High,0
3619,Intermittent connectivity at Noida Tech Park,[TCK-95774] We are observing that users at Noida Tech Park are experiencing intermittent network drops every few minutes. Requesting priority attention from the relevant team.,Network,A failing uplink switch at Noida Tech Park was flapping; replaced the faulty switch and reconfigured link redundancy to prevent single-point drops.,High,0
3620,Scheduled job failing on PRD-DB-12,[TCK-69972] Issue summary: the nightly batch job on PRD-DB-12 has failed three consecutive runs with a non-zero exit code. It started earlier today and has not self-resolved.,Infrastructure,Found the cron job on PRD-DB-12 was hitting a full /tmp; cleaned the directory and moved the job's scratch space to a larger volume.,High,5
3621,High CPU on server PRD-WEB-03,"[TCK-74569] Monitoring alerted us that sustained CPU utilization above 95% on PRD-WEB-03 for the last 40 minutes, causing request timeouts. Escalating for investigation.",Infrastructure,"Identified a runaway process on PRD-WEB-03, capped its cgroup CPU quota, and scaled the service horizontally to shed load.",Medium,0
3622,Unauthorized privilege escalation detected for d.mehta,[TCK-32091] We are observing that audit logs show account d.mehta was granted administrator rights outside the normal approval workflow. Requesting priority attention from the relevant team.,Security,"Revoked the unauthorized admin rights from d.mehta, traced the change to a misconfigured group policy, and tightened the privileged-access approval controls.",High,7
3623,Expired TLS certificate on Vendor Portal,[TCK-69276] Ticket raised because the TLS certificate for Vendor Portal has expired and browsers are showing security warnings to all users. This is impacting daily work.,Security,"Reissued and installed a valid TLS certificate for Vendor Portal, then configured auto-renewal via ACME to prevent recurrence.",High,3
3624,Expired TLS certificate on Inventory Manager,[TCK-82816] Support desk logged the following: the TLS certificate for Inventory Manager has expired and browsers are showing security warnings to all users. Awaiting assignment to the right team.,Security,"Reissued and installed a valid TLS certificate for Inventory Manager, then configured auto-renewal via ACME to prevent recurrence.",Medium,3
3625,Vendor Portal throwing errors after latest deploy,"[TCK-85936] We are observing that immediately after the most recent Vendor Portal release, users are seeing unexpected errors on pages that worked yesterday. Requesting priority attention from the relevant team.",Application,"A missed database migration accompanied the Vendor Portal deploy; ran the pending migration and redeployed, and the post-release errors cleared.",High,8
3626,Stale data shown in Analytics Dashboard,[TCK-83535] Flagged during routine checks: Analytics Dashboard is displaying data that is several hours out of date despite the source having been updated. Please confirm root cause and next steps.,Application,The Analytics Dashboard cache was not being invalidated on write; fixed the cache-busting key and reduced the TTL so users see current data.,Medium,4
3627,Brute-force attack against Field Service App login,[TCK-67253] Support desk logged the following: monitoring shows a high-volume password-guessing attack hammering the Field Service App login endpoint from many IP addresses. Awaiting assignment to the right team.,Security,"Enabled rate limiting and account lockout on the Field Service App login endpoint, added the attacking ranges to a block list, and turned on CAPTCHA after repeated failures.",High,6
3628,VPN failing for Delhi Sales users,[TCK-64331] We are observing that remote users from Delhi Sales cannot establish a VPN connection and get a timeout during negotiation. Requesting priority attention from the relevant team.,Network,"The VPN concentrator serving Delhi Sales had exhausted its IP pool; enlarged the pool and cleared stale sessions, restoring VPN access.",Low,1
3629,inventory_pg backup job failing,[TCK-86262] Ticket raised because the nightly backup for inventory_pg has failed for two days and no recent restore point exists. This is impacting daily work.,Database,"The inventory_pg backup was failing due to insufficient target disk space; expanded the backup volume, reran the job, and verified a test restore.",Medium,4
3630,Deadlocks reported on warehouse_pg,[TCK-68223] Issue summary: the application logs show frequent deadlock errors originating from transactions against warehouse_pg. It started earlier today and has not self-resolved.,Database,"Reordered the conflicting write operations to acquire locks in a consistent order on warehouse_pg and shortened transaction scope, eliminating deadlocks.",High,3
3631,Kubernetes node PRD-AUTH-05 in NotReady state,[TCK-73682] User d.mehta reports that node PRD-AUTH-05 shows NotReady in the cluster and pods scheduled on it are stuck in Pending. Kindly look into this at the earliest.,Infrastructure,Restarted the kubelet on PRD-AUTH-05 and cleared a stale disk-pressure taint; the node rejoined the cluster and pods rescheduled.,Medium,3
3632,Unauthorized privilege escalation detected for k.verma,[TCK-85850] User k.verma reports that audit logs show account k.verma was granted administrator rights outside the normal approval workflow. Kindly look into this at the earliest.,Security,"Revoked the unauthorized admin rights from k.verma, traced the change to a misconfigured group policy, and tightened the privileged-access approval controls.",High,7
3633,Replication lag on orders_pg,"[TCK-11651] Issue summary: the read replica for orders_pg is lagging the primary by several minutes, serving stale reads to the application. It started earlier today and has not self-resolved.",Database,"Found a long-running analytics query blocking replication on orders_pg; killed it, tuned the replica I/O, and lag returned to under a second.",Medium,0
3634,DNS resolution failing for Field Service App,"[TCK-65372] Issue summary: clients cannot resolve the hostname for Field Service App, receiving NXDOMAIN responses. It started earlier today and has not self-resolved.",Network,"A stale DNS record for Field Service App was corrected on the authoritative server and the resolver caches were flushed, restoring resolution.",Medium,3
3635,Malware detected on endpoint of k.verma,[TCK-17053] Flagged during routine checks: the EDR agent flagged and quarantined a trojan on the workstation belonging to k.verma. Please confirm root cause and next steps.,Security,"Isolated the endpoint of k.verma from the network, ran a full offline scan to remove the trojan, and re-imaged the machine as a precaution.",High,2
3636,Service on port 9092 unreachable from Delhi Sales,[TCK-81971] Flagged during routine checks: users at Delhi Sales cannot connect to an internal service on port 9092 although it works from other sites. Please confirm root cause and next steps.,Network,A routing change had removed the path from Delhi Sales to the service subnet on port 9092; restored the missing route and confirmed connectivity from Delhi Sales.,Medium,8
3637,Elevated access request for m.chatterjee,[TCK-83114] Issue summary: user m.chatterjee has requested temporary admin access to Billing Portal to complete a project task. It started earlier today and has not self-resolved.,Access Management,Granted m.chatterjee time-boxed elevated access to Billing Portal via the privileged-access workflow with automatic expiry after 7 days.,Low,2
3638,Can't pull up records in Analytics Dashboard,[TCK-89514] Monitoring alerted us that trying to view customer or order records in Analytics Dashboard just spins and then shows an error saying it cannot reach the records system. Escalating for investigation.,Database,"The application server's connection pool to reporting_mongo had exhausted; restarted the pooler and verified Analytics Dashboard could reach reporting_mongo again, restoring record lookups.",High,6
3639,Packet loss on the link to Bangalore DC,"[TCK-40519] Flagged during routine checks: the WAN link to Bangalore DC is showing steady packet loss, causing choppy calls and dropped sessions. Please confirm root cause and next steps.",Network,Isolated the packet loss to a faulty circuit segment on the Bangalore DC link; the carrier replaced the segment and loss dropped back to zero.,Medium,6
3640,Shared mailbox access request for v.nair,[TCK-22586] Monitoring alerted us that user v.nair needs delegated access to the Mumbai HQ shared mailbox to cover for a colleague on leave. Escalating for investigation.,Access Management,"Granted v.nair delegate permissions on the Mumbai HQ shared mailbox, confirmed it appeared in their client, and set the access to expire when the colleague returns.",High,6
3641,VPN failing for Delhi Sales users,[TCK-77685] Ticket raised because remote users from Delhi Sales cannot establish a VPN connection and get a timeout during negotiation. This is impacting daily work.,Network,"The VPN concentrator serving Delhi Sales had exhausted its IP pool; enlarged the pool and cleared stale sessions, restoring VPN access.",Medium,1
3642,Scheduled job failing on PRD-CACHE-03,[TCK-51088] Issue summary: the nightly batch job on PRD-CACHE-03 has failed three consecutive runs with a non-zero exit code. It started earlier today and has not self-resolved.,Infrastructure,Found the cron job on PRD-CACHE-03 was hitting a full /tmp; cleaned the directory and moved the job's scratch space to a larger volume.,High,5
3643,File share \\nas05\engineering inaccessible,[TCK-75019] We are observing that users cannot access the network file share \\nas05\engineering; it returns 'network path not found'. Requesting priority attention from the relevant team.,Storage,"The share service backing \\nas05\engineering had crashed; restarted it, verified permissions, and remapped the share for affected users.",Medium,0
3644,Unauthorized privilege escalation detected for v.nair,[TCK-59127] Support desk logged the following: audit logs show account v.nair was granted administrator rights outside the normal approval workflow. Awaiting assignment to the right team.,Security,"Revoked the unauthorized admin rights from v.nair, traced the change to a misconfigured group policy, and tightened the privileged-access approval controls.",Medium,7
